source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
"Specific reliability issues may include: The system can not safely be shut down for repair, or it is too inaccessible to repair.",Einige der wichtigsten Probleme umfassen; das System nicht abschalten sicher oder es ist zu schwierig zu reparieren,"具体的质量问题可能包括:无法安全关闭系统进行修理,或无法修复。",Specific quality problems may include the inability to safely close the system for repair or repair.,Some of the main problems include; the system does not shut down safely or it is too difficult to repair
"The aggregate income distribution is highly concentrated towards the top, with the top 6.37% earning roughly one third of all income, and those with upper-middle incomes control a large, though declining, share of the total earned income.","Die Gesamteinkommensverteilung ist mehr an der Spitze. Die Top 6.37 % verdienen etwa ein Drittel aller Einkommen. Menschen mit oberen Mitteleinkommen kontrollieren einen großen, wenn auch rückläufigen Anteil am Gesamteinkommen.","收入分配总额高度集中于最高阶层,前6.37%的收入占总收入的很大一部分,中上收入者在总收入中占很大比例,尽管在下降,但在收入总额中占很大比例。","The total income distribution is highly concentrated at the highest levels, with the top 6.37 per cent of total income accounting for a large proportion of total income, while the upper-middle income accounts for a large proportion of total income and, despite the decline, for a large proportion of total income.","The overall income distribution is more at the top, with the top 6.37% earning about a third of all income. People with upper middle income control a large, albeit declining, share of total income."
A cream background indicates an event which was part of the pre-war European Championship.,"Ein Creme-Hintergrund erzählt ein Ereignis, das Teil der Vorkriegs-Europameisterschaft war.",奶油背景是战前欧洲锦标赛的一部分。,The cream background is part of the pre-war European championship.,A cream background tells an event that was part of the European pre-war championship.
Megalibgwilia is a genus of echidna known only from Australian fossils that incorporates the oldest known echidna species.,"Megalibgwilia ist eine Gattung der Echidna. Sie ist nur von australischen Fossilien bekannt, die die älteste bekannte Echidna-Art enthalten.",Megalibgwilia是只从化石中得知的 一种埃奇达的基因。,Megalibgwilia is an Echida gene that only comes from fossils.,Megalibglia is a genus of Echidna. It is only known from Australian fossils containing the oldest known Echidna species.
"Terrorists have seized control of Las Vegas to instill widespread panic in both the public as well as law enforcement agencies, such as the National Security Agency, North Atlantic Treaty Organization, Rainbow, as well as the local SWAT.","Terroristen in Las Vegas haben sowohl in der Öffentlichkeit als auch in den Strafverfolgungsbehörden Panik ausgelöst. Dazu gehören die National Security Agency, North Atlantic Treaty Organization, Rainbow und die lokale SWAT","恐怖分子控制拉斯维加斯,以便在公共和执法部门引起恐慌,这些部门包括国家安全局、北大西洋公约组织、彩虹和当地特警。","Terrorists control Las Vegas in order to cause panic in the public and law enforcement sectors, including the National Security Agency, the North Atlantic Treaty Organization, Rainbow and the local special police.","Terrorists in Las Vegas have panicked both in the public and in law enforcement agencies, including the National Security Agency, North Atlantic Treaty Organization, Rainbow and the local SWAT"
"Note that two storms on record, Hurricane Alice from the 1954 season and Tropical Storm Zeta from the 2005 season have formed during December and lasted into January.",Hurrikan Alice (1954) und Tropischer Sturm Zeta (2005) bildeten sich im Dezember und dauerten bis Januar.,"创纪录的两场风暴,1954年的“爱丽丝”飓风和2005年的“泽塔热带风暴”于12月形成,持续到1月。","Two of the record storms, Hurricane Alice in 1954 and Tropical Storm Zeta in 2005, were formed in December and continued until January.",Hurricane Alice (1954) and Tropical Storm Zeta (2005) formed in December and lasted until January.
Aigné is a commune in the Sarthe department in the region of Pays-de-la-Loire in northwestern France.,Aigné ist eine französische Gemeinde mit Einwohnern (Stand ) im Département Sarthe in der Region Pays-de-la-Loire.,"Aigné是Sarthe省Pays-de-la-Louire的一个市镇,位于法国西北部。","Aigné is a municipality of Pays-de-la-Louire, Sarthe province, located in the north-west of France.",Aigné is a commune in the Sarthe department in Pays-de-la-Loire in northern France.
"Casting included Waheed Murad, Shamim Ara, Deeba, Ibrahim Nafees and Talish.","Waheed Murad, Shamim Ara, Deeba, Ibrahim Nafees und Talish waren Teil des Castings.",包括瓦希德·穆拉德、沙米姆·阿拉、迪巴、易卜拉欣·纳菲斯和塔利什在内的卡斯特人。,"Kastians, including Wahid Mourad, Shamim Al-Ara, Diba, Ibrahim Nafis and Talish.","Waheed Murad, Shaim Ara, Deeba, Ibrahim Nafees and Talish were part of the casting."
Biography Nikodinov is the daughter of Bulgarian immigrants and speaks Bulgarian fluently.,Nikodinov ist die Tochter des bulgarischen Ausländers und spricht fließend Bulgarisch.,"Nikodinov是保加利亚移民的女儿,",Nikodinov is the daughter of Bulgarian immigrants.,Nikodinov is the daughter of the Bulgarian foreigner and speaks Bulgarian fluently.
"98% of the university's incoming class of 2006 earned a high school GPA of 3.0 and higher, while the middle 50% of the incoming class earned a high school GPA of 3.60 to 3.90.","98 % der Erstsemester-Klasse der Universität von 2006 hatten eine High School GPA von 3,0 und höher verdient. Die mittleren 50 % hatten eine High School GPA von 3,60 bis 3,90 verdient.","2006年,该大学98%的新生班级的高中收入为3.0及以上,50%的高中收入为3.60至3.90。","In 2006, 98 per cent of the university's new classes earned 3.0 or more in upper secondary schools and 50 per cent in upper secondary schools between 3.60 and 3.90.","98% of the university's first-semester class in 2006 had a high school GPA of 3.0 and higher, and the middle 50% had a high school GPA of 3.60 to 3.90."
"If you absolutely must specify a font size, use a relative size like font-size: 80%, not an absolute size like font-size: 8pt.","Spezifizierte Schriftgrößen sind besser durch einen relativen Prozentsatz. Vermeiden Sie die Verwendung von Punktgrößen, die absolut sind.","如果您必须使用一定字体大小, 请使用80%这样的相对大小, 而不是8pt这样的绝对大小 。","If you must use a font size, use a relative size of 80% instead of an absolute size of 8pt.",Specified font sizes are better by a relative percentage. Avoid using point sizes that are absolute.
"History Rockingham was first surveyed in 1847, it was gazetted as a town in 1897.",Rockingham wurde erstmals 1847 vermessen und wurde 1897 eine Stadt.,"Rockingham于1847年接受调查,并于1897年作为一个城镇出版。",Rockingham was surveyed in 1847 and published as a town in 1897.,Rockingham was first surveyed in 1847 and became a city in 1897.
Oen Siew Yock took over as principal in 2005 when Ong was transferred to Nan Chiau High School.,Oen Siew Yock übernahm 2005 die Leitung der Nan Chiau High School.,"Oen Siew Yock于2005年接任校长,当时Ong被转到南焦高中。","On Siew York took over as principal in 2005, when Ong was transferred to the Southgio High School.",Oen Siew Yock became head of Nan Chiau High School in 2005.
"In 1941 Reichsführer-SS Heinrich Himmler, announced that additional units for the Waffen-SS would be raised from non-German foreign nationals.","1941 erklärte Reichsführer-SS Heinrich Himmler, dass zusätzliche Einheiten für die Waffen-SS von ausländischen Staatsangehörigen aufgezogen würden.","1941年,帝国元首海因里希·希姆莱说 更多的华芬-SS单位 将从非德国人那里筹集","In 1941, Reichsführer Heinrich Himmler said that more Waffin-SS units would be raised from non-Germans.",In 1941 Reichsführer-SS Heinrich Himmler declared that additional units for the Waffen-SS were being raised by foreign nationals.
Dijon is the historical capital of the province of Burgundy.,Dijon ist die historische Hauptstadt der Provinz Burgund.,Dijon是勃根第的首府,Dijon is the capital of Burgundy.,Dijon is the historic capital of the province of Burgundy.
The islands are considered Australian territory and are administered from Thursday Island.,Die Inseln sind australisches Territorium. Sie werden von Donnerstag Island verwaltet.,"这些岛屿被认为是澳大利亚领土,由星期四岛管理。",The islands are considered Australian territory and are administered on Thursdays.,The islands are Australian territory. They are managed by Thursday Island.
Spider Kiss (originally entitled Rockabilly) is a 1961 novel by author Harlan Ellison.,Spider Kiss (Originaltitel: Rockabilly) ist ein Roman des Schriftstellers Harlan Ellison aus dem Jahr 1961.,"《蜘蛛之吻》(原名为《罗卡比利》)是1961年的一本小说,作者Harlan Ellison撰写。",Spider Kiss (formerly Rocca Biri) is a 1961 novel by Harlan Ellison.,Spider Kiss is a 1961 novel by the writer Harlan Ellison.
